,0,1,2,3,4
41,17.0,-0.00047569368672040197,0.012425167916355395,0.04424533977164957,-0.01935729531703056
42,MDD,,,,
43,0,,,,
44,,20.0,21.0,22.0,23.0
45,0.0,0.5261513303800451,0.14794875236248528,0.0,0.3830137043263053
46,1.0,0.5258603014000522,0.1479486892039189,0.0,0.3830138041658193
47,2.0,0.5245551570016105,0.1606085548476136,0.0,0.3828944997177113
48,3.0,0.29611370068013443,0.07594240962351118,0.0,0.3747112526769532
49,4.0,0.01617586096376533,0.05492225467090794,0.0,0.03534175287173946
50,5.0,0.4166175324012523,0.13503771489312402,0.07988206685398203,0.3293027573669898
51,6.0,0.20109609396953187,0.08431519138699728,0.10130886182467393,0.15911892672931893
52,7.0,0.3784865781650011,0.13594959597671918,0.09110537668465356,0.3180066560245847
53,8.0,0.4067683503098876,0.2327917492419468,0.08880290298672677,0.3477266480993725
54,9.0,0.46606786481384493,0.10470970707895033,0.0,0.4521084655110389
55,10.0,0.4985077879343143,0.17096996320848146,0.0,0.4287068411348
56,11.0,0.2304408603994179,0.06596648683059593,0.0,0.3946529080093475
57,12.0,0.2725020389986176,0.07854025159717815,0.0,0.3286717755578741
58,13.0,0.2355536679696939,0.06241952771354752,0.0,0.3187973086540609
59,14.0,0.4795924919109831,0.1171456383027023,0.0,0.4917939745557047
60,15.0,0.3831712637555501,0.11942278107551375,0.0,0.390878540745173
61,16.0,0.25692295916672325,0.07097811969098045,0.0,0.359496723114371
62,17.0,0.3966712892902662,0.08373171321355999,0.0,0.4311967589595881
63,sharp,,,,
64,0,,,,
65,,20.0,21.0,22.0,23.0
66,0.0,-0.029211079782189394,-0.35583967752568946,0.3182773087643089,-0.0040094235303516895
67,1.0,-0.029029861285991027,-0.3558395388161901,0.3182773087643089,-0.004009495595135965
68,2.0,-0.029391435309653505,-0.37722794230594703,0.3182773087643089,-0.003781354331631019
69,3.0,0.06920452355288287,-0.3932527450279976,0.14779239388211718,-0.04746978999362578
70,4.0,-0.02516070834627209,-2.9109885390014822,-1.5868843693711188,-0.24091593188000185
71,5.0,-0.2096689895473388,-0.06714604399911024,-0.09809712894785523,0.10599466931161
72,6.0,-0.7939868002228636,-0.6901624891207735,-0.7385130198518011,-0.5011924825877248
73,7.0,-0.1429726387366209,0.058416452257995015,-0.09916121165326523,0.11797937760169593
74,8.0,-0.1983237355050671,-0.17184584964412228,-0.07013167819761228,0.1495189573602624
75,9.0,-0.11910326922404699,-0.48085538377701,0.2691359175358273,-0.2645946365850642
76,10.0,-0.10028545793388476,-0.4555445044622932,0.29654069698298113,-0.21716965686391612
77,11.0,0.18459247923071306,-0.2832069166082856,0.09913608522926168,0.06381984813995775
78,12.0,0.09942651023312613,-0.2157913528556419,0.10319134160856486,-0.06304055224044272
79,13.0,0.18479927026348344,-0.3634943687511765,0.10290017424555699,0.09469465202657476
80,14.0,-0.1451912643339814,-0.4149841001566393,0.2608785660842605,-0.2611110953974113
81,15.0,-0.038122823946643375,-0.43386409956392413,0.25229271626240274,-0.1322875522103761
82,16.0,0.14993579629379253,-0.4319591709611326,0.07249837906835084,0.07520122188719608
83,17.0,-0.025046158363382483,-0.2927668143115083,0.1905055148276008,-0.2266263140691341
84,Vct,,,,
85,0,,,,
86,,20.0,21.0,22.0,23.0
87,0.0,0.55,0.3125,0.0625,0.42105263157894735
88,1.0,0.55,0.3125,0.0625,0.42105263157894735
89,2.0,0.55,0.3125,0.0625,0.42105263157894735
90,3.0,0.35,0.34375,0.09375,0.6842105263157895
91,4.0,0.55,0.125,0.0,0.0
92,5.0,0.2,0.15625,0.125,0.6842105263157895
93,6.0,0.2,0.3125,0.09375,0.7368421052631579
94,7.0,0.2,0.15625,0.125,0.6842105263157895
95,8.0,0.2,0.3125,0.125,0.7894736842105263
96,9.0,0.55,0.34375,0.0625,0.42105263157894735
97,10.0,0.45,0.375,0.0625,0.42105263157894735
98,11.0,0.4,0.28125,0.09375,0.6842105263157895
99,12.0,0.35,0.28125,0.09375,0.631578947368421
100,13.0,0.55,0.3125,0.0625,0.6842105263157895
101,14.0,0.5,0.34375,0.0625,0.42105263157894735
102,15.0,0.45,0.3125,0.0625,0.5263157894736842
103,16.0,0.35,0.3125,0.09375,0.631578947368421
104,17.0,0.35,0.34375,0.09375,0.5789473684210527
