date,ckzbj,USDCNY,hqckll,dqckll_3,dqckll_6,dqdkll_1y,ccqdklv_5y,gjjdkll_5y,shibor_gy,shibor_1,shibor_1y,zzgz_1,zzgz_2,zzgz_1y,zzgz_10y
2015/01/27,,,,,,,,,2.6740 ,4.9658 ,4.7758 ,3.1516 ,3.1497 ,3.0817 ,3.4309 
2015/01/28,,6.3580 ,,,,,,,2.6900 ,4.9732 ,4.7788 ,3.1578 ,3.1313 ,3.0955 ,3.4767 
2015/01/29,,6.3615 ,,,,,,,2.7650 ,4.9885 ,4.7790 ,3.1307 ,3.1301 ,3.0980 ,3.4966 
2015/01/30,,6.3760 ,,,,,,,2.8130 ,5.0100 ,4.7830 ,3.1850 ,3.1853 ,3.0963 ,3.5019 
2015/01/31,,,,,,5.60 ,,,,,,,,,
2015/02/02,,,,,,,,,2.8890 ,5.0480 ,4.7848 ,3.2230 ,3.1853 ,3.0832 ,3.4729 
2015/02/03,,6.3880 ,,,,,,,2.9544 ,5.0667 ,4.7856 ,3.2417 ,3.2402 ,3.0907 ,3.4533 
2015/02/04,19.50 ,6.3815 ,,,,,,,2.9730 ,5.0780 ,4.7886 ,3.3030 ,3.2002 ,3.0906 ,3.4589 
2015/02/05,,6.3875 ,,,,,,,2.8660 ,5.0502 ,4.7830 ,3.1512 ,3.1655 ,3.0804 ,3.4018 
2015/02/06,,6.3685 ,,,,,,,2.8560 ,5.0430 ,4.7793 ,3.1440 ,3.1655 ,3.0912 ,3.4325 
2015/02/09,,6.3700 ,,,,,,,2.8120 ,5.0250 ,4.7790 ,3.1440 ,3.1432 ,3.0856 ,3.4236 
2015/02/10,,6.3635 ,,,,,,,2.8520 ,5.0310 ,4.7790 ,3.1500 ,3.1688 ,3.0932 ,3.4299 
2015/02/11,,6.3690 ,,,,,,,2.9320 ,5.0440 ,4.7800 ,3.1630 ,3.1664 ,3.0928 ,3.3955 
2015/02/12,,6.3710 ,,,,,,,3.0580 ,5.0550 ,4.7834 ,3.1740 ,3.1664 ,3.0872 ,3.3865 
2015/02/13,,6.3680 ,,,,,,,3.0910 ,5.0640 ,4.7855 ,3.1247 ,3.1867 ,3.0859 ,3.3552 
2015/02/15,,,,,,,,,3.1750 ,5.0670 ,4.7876 ,3.1546 ,3.1503 ,3.0656 ,3.3625 
2015/02/16,,6.3890 ,,,,,,,3.1820 ,5.0770 ,4.7888 ,3.1646 ,3.1070 ,3.0801 ,3.3374 
2015/02/17,,6.3920 ,,,,,,,3.4000 ,5.0760 ,4.7868 ,3.1646 ,3.1072 ,3.0624 ,3.3373 
2015/02/18,,6.3900 ,,,,,,,,,,,,,
2015/02/19,,6.3900 ,,,,,,,,,,,,,
2015/02/20,,6.3900 ,,,,,,,,,,,,,
2015/02/24,,6.3870 ,,,,,,,,,,,,,
2015/02/25,,6.3875 ,,,,,,,3.3280 ,5.0800 ,4.7886 ,3.2132 ,3.0872 ,3.0353 ,3.3490 
2015/02/26,,6.3860 ,,,,,,,3.2980 ,5.0828 ,4.7878 ,3.2160 ,3.1176 ,3.0353 ,3.3594 
2015/02/27,,6.4095 ,,,,,,,3.3180 ,5.0832 ,4.7888 ,3.2571 ,3.1376 ,3.0438 ,3.3745 
2015/02/28,,,,,,5.60 ,,,3.4410 ,5.0833 ,4.7879 ,3.2572 ,3.1676 ,3.0396 ,3.3602 
2015/03/01,,,0.35 ,2.10 ,2.30 ,,5.90 ,4.00 ,,,,,,,
2015/03/02,,,,,,,,,3.4530 ,5.0690 ,4.7829 ,3.2429 ,3.1600 ,3.0488 ,3.3883 
2015/03/03,,6.4175 ,,,,,,,3.4500 ,5.0670 ,4.7805 ,3.2729 ,3.1604 ,3.0341 ,3.4022 
2015/03/04,,6.4155 ,,,,,,,3.4460 ,5.0660 ,4.7812 ,3.2719 ,3.2337 ,3.0291 ,3.3869 
2015/03/05,,6.3985 ,,,,,,,3.4330 ,5.0640 ,4.7802 ,3.2699 ,3.2809 ,3.0518 ,3.4369 
2015/03/06,,6.3955 ,,,,,,,3.4160 ,5.0600 ,4.7821 ,3.3138 ,3.3154 ,3.0576 ,3.4753 
2015/03/09,,6.4005 ,,,,,,,3.3810 ,5.0580 ,4.7803 ,3.4314 ,3.4338 ,3.0787 ,3.4922 
2015/03/10,,6.4065 ,,,,,,,3.3500 ,5.0550 ,4.7801 ,3.5314 ,3.4801 ,3.0812 ,3.5228 
2015/03/11,,6.4140 ,,,,,,,3.3470 ,5.0518 ,4.7801 ,3.5071 ,3.4526 ,3.0615 ,3.4466 
2015/03/12,,6.4115 ,,,,,,,3.4644 ,5.0511 ,4.7801 ,3.5571 ,3.4143 ,3.0495 ,3.4412 
2015/03/13,,6.4105 ,,,,,,,3.4360 ,5.0520 ,4.7800 ,3.5054 ,3.3625 ,3.0944 ,3.4879 
2015/03/16,,6.4105 ,,,,,,,3.4030 ,5.0450 ,4.7801 ,3.5709 ,3.4190 ,3.0944 ,3.5301 
2015/03/17,,6.3925 ,,,,,,,3.3760 ,5.0400 ,4.7801 ,3.5709 ,3.3770 ,3.1142 ,3.5428 
2015/03/18,,6.3780 ,,,,,,,3.3690 ,5.0350 ,4.7801 ,3.6236 ,3.3636 ,3.1042 ,3.5519 
2015/03/19,,6.3785 ,,,,,,,3.3320 ,5.0340 ,4.7801 ,3.5746 ,3.3166 ,3.0992 ,3.5348 
2015/03/20,,6.3840 ,,,,,,,3.2940 ,5.0310 ,4.7800 ,3.5077 ,3.2495 ,3.1020 ,3.4958 
2015/03/23,,6.3780 ,,,,,,,3.2170 ,5.0290 ,4.7800 ,3.5375 ,3.2152 ,3.1032 ,3.4933 
2015/03/24,,6.3645 ,,,,,,,3.2180 ,5.0200 ,4.7800 ,3.5735 ,3.1944 ,3.1031 ,3.4841 
2015/03/25,,6.3695 ,,,,,,,3.2100 ,5.0180 ,4.7801 ,3.5077 ,3.2144 ,3.1183 ,3.5037 
2015/03/26,,6.3665 ,,,,,,,3.2160 ,5.0160 ,4.7800 ,3.5800 ,3.2466 ,3.1483 ,3.5440 
2015/03/27,,6.3785 ,,,,,,,3.2060 ,5.0160 ,4.7800 ,3.5800 ,3.3172 ,3.1833 ,3.5678 
2015/03/30,,6.3530 ,,,,,,,3.2030 ,5.0130 ,4.7800 ,3.5470 ,3.3175 ,3.1833 ,3.5849 
2015/03/31,,6.3545 ,,,,5.35 ,,,3.1830 ,5.0090 ,4.7800 ,3.5895 ,3.3345 ,3.2236 ,3.6483 
2015/04/01,,6.3435 ,,,,,,,3.0870 ,4.9980 ,4.7800 ,3.4495 ,3.3441 ,3.2186 ,3.5997 
2015/04/02,,6.3200 ,,,,,,,2.9950 ,4.9910 ,4.7800 ,3.3254 ,3.2212 ,3.1743 ,3.5438 
2015/04/03,,,,,,,,,2.8870 ,4.9230 ,4.7800 ,3.2960 ,3.1610 ,3.1753 ,3.5720 
2015/04/06,,6.3095 ,,,,,,,,,,,,,
2015/04/07,,6.3185 ,,,,,,,2.7660 ,4.8450 ,4.7800 ,3.2276 ,3.1356 ,3.1801 ,3.5987 
2015/04/08,,6.3295 ,,,,,,,2.6830 ,4.7616 ,4.7800 ,3.2404 ,3.1109 ,3.1802 ,3.6938 
2015/04/09,,6.3265 ,,,,,,,2.5990 ,4.6475 ,4.7798 ,3.1205 ,3.0608 ,3.1202 ,3.7040 
2015/04/10,,6.3295 ,,,,,,,2.4890 ,4.5582 ,4.7785 ,3.0890 ,3.0609 ,3.1602 ,3.6947 
2015/04/13,,6.3295 ,,,,,,,2.4050 ,4.4983 ,4.7774 ,3.0291 ,2.9610 ,3.1602 ,3.6685 
2015/04/14,,,,,,,,,2.3720 ,4.4420 ,4.7773 ,3.0291 ,3.0043 ,3.1302 ,3.6211 
2015/04/15,,6.3125 ,,,,,,,2.3070 ,4.3840 ,4.7773 ,3.0291 ,3.0034 ,3.1002 ,3.5954 
2015/04/16,,6.2970 ,,,,,,,2.2980 ,4.3460 ,4.7753 ,3.1136 ,3.0652 ,3.0729 ,3.5600 
2015/04/17,,6.2870 ,,,,,,,2.2680 ,4.3140 ,4.7758 ,3.0431 ,3.0432 ,3.1628 ,3.5627 
2015/04/19,18.50 ,,,,,,,,,,,,,,
2015/04/20,,6.2840 ,,,,,,,2.0870 ,4.1460 ,4.7553 ,2.8934 ,2.9180 ,3.0872 ,3.4554 
2015/04/21,,6.2820 ,,,,,,,2.0020 ,4.0150 ,4.7265 ,2.7934 ,2.8180 ,3.0092 ,3.4055 
2015/04/22,,6.2765 ,,,,,,,1.9490 ,3.9080 ,4.6935 ,2.3366 ,2.7680 ,3.0152 ,3.4052 
2015/04/23,,6.2815 ,,,,,,,1.9080 ,3.8420 ,4.6688 ,2.3647 ,2.7580 ,2.9713 ,3.4151 
2015/04/24,,6.2740 ,,,,,,,1.8510 ,3.7680 ,4.6430 ,2.3822 ,2.7112 ,2.9276 ,3.4454 
2015/04/27,,6.2730 ,,,,,,,1.8060 ,3.6705 ,4.6278 ,2.3998 ,2.6586 ,2.8663 ,3.3952 
2015/04/28,,6.2750 ,,,,,,,1.7590 ,3.5982 ,4.6075 ,2.4174 ,2.6867 ,2.8266 ,3.3804 
2015/04/29,,6.2735 ,,,,,,,1.7390 ,3.5295 ,4.5965 ,2.4350 ,2.7048 ,2.8267 ,3.4000 
2015/04/30,,6.2745 ,,,,5.35 ,,,1.6900 ,3.4650 ,4.5816 ,2.4358 ,2.6238 ,2.6940 ,3.3503 
2015/05/04,,6.2770 ,,,,,,,1.6190 ,3.3800 ,4.5628 ,2.3057 ,2.5967 ,2.7296 ,3.3804 
2015/05/05,,6.2750 ,,,,,,,1.5640 ,3.3020 ,4.5455 ,2.2775 ,2.5932 ,2.7278 ,3.4006 
2015/05/06,,6.2650 ,,,,,,,1.5230 ,3.2670 ,4.5330 ,2.2859 ,2.5034 ,2.7080 ,3.4560 
2015/05/07,,6.2730 ,,,,,,,1.4890 ,3.2410 ,4.5150 ,2.3886 ,2.4260 ,2.6912 ,3.4401 
2015/05/08,,6.2700 ,,,,,,,1.4430 ,3.2110 ,4.5000 ,2.4258 ,2.4024 ,2.6821 ,3.3703 
2015/05/11,,6.2615 ,0.35 ,1.85 ,2.05 ,,5.65 ,3.75 ,1.3450 ,3.1200 ,4.4530 ,2.1972 ,2.2758 ,2.6562 ,3.3752 
2015/05/12,,6.2570 ,,,,,,,1.2900 ,3.0830 ,4.4150 ,2.1878 ,2.2252 ,2.5691 ,3.4002 
2015/05/13,,6.2520 ,,,,,,,1.2470 ,3.0420 ,4.3845 ,2.1378 ,2.0752 ,2.4501 ,3.4002 
2015/05/14,,6.2470 ,,,,,,,1.1820 ,2.9570 ,4.3115 ,2.0378 ,1.9658 ,2.3557 ,3.3803 
2015/05/15,,6.2470 ,,,,,,,1.0780 ,2.8020 ,4.2410 ,1.8878 ,1.9058 ,2.3440 ,3.3907 
2015/05/18,,6.2495 ,,,,,,,1.0520 ,2.6640 ,4.1710 ,1.8378 ,1.9050 ,2.3740 ,3.4109 
2015/05/19,,6.2535 ,,,,,,,1.0330 ,2.5700 ,4.1150 ,1.8885 ,1.9491 ,2.4574 ,3.4311 
2015/05/20,,6.2530 ,,,,,,,1.0320 ,2.5140 ,4.0240 ,1.9864 ,2.0491 ,2.4391 ,3.4282 
2015/05/21,,6.2430 ,,,,,,,1.0330 ,2.4570 ,3.9480 ,1.9712 ,2.0705 ,2.4373 ,3.4257 
2015/05/22,,6.2405 ,,,,,,,1.0370 ,2.3890 ,3.8660 ,2.0717 ,1.9806 ,2.3822 ,3.4160 
2015/05/25,,6.2445 ,,,,,,,1.0390 ,2.3020 ,3.6920 ,2.1031 ,2.0022 ,2.2462 ,3.4310 
2015/05/26,,6.2530 ,,,,,,,1.0400 ,2.2680 ,3.5740 ,1.9674 ,2.0055 ,2.0338 ,3.5214 
2015/05/27,,6.2510 ,,,,,,,1.0400 ,2.2730 ,3.5110 ,1.9174 ,1.9306 ,1.8707 ,3.5055 
2015/05/28,,6.2550 ,,,,,,,1.0430 ,2.2710 ,3.4630 ,1.9538 ,2.0005 ,1.9369 ,3.5652 
2015/05/29,,,,,,,,,1.0390 ,2.2760 ,3.4440 ,1.9017 ,1.9652 ,1.9387 ,3.5954 
2015/05/31,,,,,,5.10 ,,,,,,,,,
2015/06/01,,6.2550 ,,,,,,,1.0270 ,2.2900 ,3.4300 ,1.9611 ,2.0058 ,1.9947 ,3.6404 
2015/06/02,,6.2515 ,,,,,,,1.0340 ,2.2960 ,3.4175 ,1.9622 ,1.9758 ,1.9651 ,3.5880 
2015/06/03,,6.2440 ,,,,,,,1.0390 ,2.3260 ,3.4080 ,1.9246 ,1.9491 ,1.9356 ,3.6111 
2015/06/04,,6.2415 ,,,,,,,1.0470 ,2.3540 ,3.4020 ,1.8290 ,1.8811 ,1.8813 ,3.5912 
2015/06/05,,6.2430 ,,,,,,,1.0510 ,2.3650 ,3.4000 ,1.8768 ,1.9200 ,1.8763 ,3.5814 
2015/06/08,,6.2440 ,,,,,,,1.0610 ,2.5480 ,3.4000 ,1.8190 ,1.8700 ,1.8576 ,3.5613 
2015/06/09,,6.2430 ,,,,,,,1.0710 ,2.6470 ,3.4000 ,1.7972 ,1.8009 ,1.7786 ,3.5565 
2015/06/10,,6.2445 ,,,,,,,1.0830 ,2.7670 ,3.4000 ,1.9172 ,1.8172 ,1.7097 ,3.5912 
2015/06/11,,6.2465 ,,,,,,,1.0900 ,2.8400 ,3.4000 ,1.7580 ,1.7026 ,1.7103 ,3.6197 
2015/06/12,,6.2490 ,,,,,,,1.1040 ,3.0570 ,3.4000 ,1.7611 ,1.6841 ,1.6870 ,3.6226 
2015/06/15,,6.2535 ,,,,,,,1.1210 ,3.0980 ,3.4000 ,1.7912 ,1.7258 ,1.6482 ,3.6681 
2015/06/16,,,,,,,,,1.1310 ,3.0990 ,3.4000 ,1.6832 ,1.7349 ,1.6407 ,3.6099 
2015/06/17,,6.2470 ,,,,,,,1.1510 ,3.1080 ,3.4000 ,1.6929 ,1.7498 ,1.6890 ,3.6052 
2015/06/18,,6.2415 ,,,,,,,1.2020 ,3.3080 ,3.4000 ,1.8224 ,1.9257 ,1.7044 ,3.5730 
2015/06/19,,6.2450 ,,,,,,,1.2670 ,3.3590 ,3.4000 ,2.0722 ,1.8649 ,1.7494 ,3.5825 
2015/06/22,,6.2410 ,,,,,,,,,,,,,
2015/06/23,,6.2450 ,,,,,,,1.2950 ,3.3610 ,3.4000 ,2.0422 ,1.7685 ,1.7159 ,3.6054 
2015/06/24,,6.2440 ,,,,,,,1.3380 ,3.4460 ,3.4000 ,2.3576 ,1.8080 ,1.7165 ,3.6079 
2015/06/25,,6.2410 ,,,,,,,1.3570 ,3.5710 ,3.4000 ,2.4715 ,1.7580 ,1.7128 ,3.6028 
2015/06/26,,6.2440 ,,,,,,,1.3570 ,3.6340 ,3.4000 ,2.4715 ,1.7580 ,1.7628 ,3.6080 
2015/06/28,,,0.35 ,1.60 ,1.80 ,,5.40 ,3.50 ,,,,,,,
2015/06/29,,6.2490 ,,,,,,,1.3400 ,3.5800 ,3.3920 ,2.3215 ,1.6871 ,1.7528 ,3.6030 
2015/06/30,,6.2470 ,,,,4.85 ,,,1.2570 ,3.5210 ,3.3920 ,1.9996 ,1.6872 ,1.7378 ,3.5976 
2015/07/01,,6.2480 ,,,,,,,1.1630 ,3.3730 ,3.3865 ,1.9996 ,1.9029 ,1.7378 ,3.6127 
2015/07/02,,6.2510 ,,,,,,,1.1608 ,3.3140 ,3.3870 ,2.0606 ,1.8981 ,1.7745 ,3.6223 
2015/07/03,,6.2495 ,,,,,,,1.1590 ,3.2740 ,3.3870 ,2.0206 ,1.9804 ,1.7740 ,3.5719 
2015/07/06,,6.2520 ,,,,,,,1.1670 ,3.2150 ,3.3870 ,1.9616 ,1.8954 ,1.7455 ,3.4917 
2015/07/07,,6.2750 ,,,,,,,1.1760 ,3.1810 ,3.3860 ,1.9276 ,1.9229 ,1.9155 ,3.4361 
2015/07/08,,6.2770 ,,,,,,,1.1870 ,3.1550 ,3.3858 ,1.8773 ,2.0879 ,2.2655 ,3.4307 
2015/07/09,,6.2720 ,,,,,,,1.1980 ,3.1400 ,3.3867 ,1.9456 ,2.1869 ,2.2655 ,3.4358 
2015/07/10,,6.2625 ,,,,,,,1.2100 ,3.1250 ,3.3868 ,2.0556 ,2.2869 ,2.3555 ,3.4885 
2015/07/13,,6.2640 ,,,,,,,1.2240 ,3.1090 ,3.3897 ,2.0610 ,2.2710 ,2.4455 ,3.5014 
2015/07/14,,6.2660 ,,,,,,,1.2380 ,3.1020 ,3.3901 ,2.0630 ,2.3408 ,2.4486 ,3.5341 
2015/07/15,,6.2650 ,,,,,,,1.2450 ,3.0785 ,3.3911 ,2.1042 ,2.3615 ,2.4368 ,3.5495 
2015/07/16,,6.2675 ,,,,,,,1.2630 ,3.0530 ,3.3912 ,2.1483 ,2.3371 ,2.4471 ,3.5208 
2015/07/17,,6.2645 ,,,,,,,1.2820 ,3.0510 ,3.3912 ,2.1016 ,2.2879 ,2.4501 ,3.5123 
2015/07/20,,6.2630 ,,,,,,,1.2900 ,3.0322 ,3.3912 ,2.0548 ,2.1957 ,2.4583 ,3.5009 
2015/07/21,,6.2605 ,,,,,,,1.3040 ,3.0170 ,3.3912 ,2.1556 ,2.2104 ,2.4417 ,3.5214 
2015/07/22,,6.2495 ,,,,,,,1.3230 ,3.0180 ,3.3912 ,2.0246 ,2.1336 ,2.4071 ,3.5145 
2015/07/23,,6.2540 ,,,,,,,1.3320 ,3.0200 ,3.3912 ,2.0506 ,2.1336 ,2.3335 ,3.4751 
2015/07/24,,6.2750 ,,,,,,,1.3370 ,3.0120 ,3.3922 ,1.9525 ,2.1748 ,2.3360 ,3.4602 
2015/07/27,,6.2800 ,,,,,,,1.3740 ,3.0370 ,3.3923 ,1.9230 ,2.1363 ,2.3113 ,3.4602 
2015/07/28,,6.2730 ,,,,,,,1.3880 ,3.0300 ,3.3924 ,2.0067 ,2.1561 ,2.2617 ,3.4401 
2015/07/29,,6.2720 ,,,,,,,1.4270 ,3.0130 ,3.3923 ,1.9367 ,2.1564 ,2.2388 ,3.4302 
2015/07/30,,6.2815 ,,,,,,,1.4480 ,3.0080 ,3.3924 ,1.8386 ,2.1816 ,2.2318 ,3.4402 
2015/07/31,,6.3000 ,,,,4.85 ,,,1.4700 ,2.9880 ,3.3924 ,1.8022 ,2.2102 ,2.2530 ,3.4752 
2015/08/03,,6.2893 ,,,,,,,1.4880 ,2.9710 ,3.3924 ,1.7557 ,2.1916 ,2.3038 ,3.4700 
2015/08/04,,6.2805 ,,,,,,,1.4970 ,2.9040 ,3.3924 ,1.7557 ,2.1267 ,2.3254 ,3.4700 
2015/08/05,,6.2870 ,,,,,,,1.5080 ,2.8440 ,3.3934 ,1.7689 ,2.1196 ,2.2428 ,3.4701 
2015/08/06,,6.2855 ,,,,,,,1.5170 ,2.7990 ,3.3935 ,1.7968 ,2.0992 ,2.2073 ,3.4600 
2015/08/07,,6.2800 ,,,,,,,1.5290 ,2.7540 ,3.3935 ,1.8909 ,2.0992 ,2.1753 ,3.4553 
2015/08/10,,6.2765 ,,,,,,,1.5570 ,2.7110 ,3.3935 ,1.9796 ,2.1193 ,2.1843 ,3.4755 
2015/08/11,,6.5100 ,,,,,,,1.5860 ,2.6680 ,3.3935 ,1.9731 ,2.2642 ,2.2433 ,3.5256 
2015/08/12,,6.6400 ,,,,,,,1.6140 ,2.6460 ,3.3925 ,1.9578 ,2.2380 ,2.3181 ,3.5402 
2015/08/13,,6.5800 ,,,,,,,1.6410 ,2.6460 ,3.3925 ,1.9778 ,2.1880 ,2.2883 ,3.5153 
2015/08/14,,6.5600 ,,,,,,,1.6670 ,2.6710 ,3.3925 ,2.0200 ,2.2043 ,2.3273 ,3.5052 
2015/08/17,,6.5700 ,,,,,,,1.7010 ,2.6910 ,3.3925 ,2.0894 ,2.2360 ,2.2466 ,3.5176 
2015/08/18,,6.5750 ,,,,,,,1.7450 ,2.6990 ,3.3945 ,2.0545 ,2.2360 ,2.2621 ,3.5126 
2015/08/19,,6.5800 ,,,,,,,1.7880 ,2.7070 ,3.3947 ,2.1618 ,2.2423 ,2.2571 ,3.5201 
2015/08/20,,6.6050 ,,,,,,,1.8300 ,2.7590 ,3.3957 ,2.2005 ,2.2691 ,2.2608 ,3.5051 
2015/08/21,,6.6300 ,,,,,,,1.8470 ,2.7890 ,3.3987 ,2.2305 ,2.2391 ,2.2608 ,3.4951 
2015/08/24,,6.6300 ,,,,,,,1.8660 ,2.8100 ,3.4000 ,2.2515 ,2.2249 ,2.2807 ,3.4701 
2015/08/25,18.00 ,6.7100 ,,,,,,,1.8790 ,2.8580 ,3.4000 ,2.1335 ,2.2384 ,2.2800 ,3.4577 
2015/08/26,,6.6975 ,0.35 ,1.35 ,1.55 ,,5.15 ,3.25 ,1.7860 ,2.9510 ,3.4000 ,2.1339 ,2.1684 ,2.2657 ,3.4290 
2015/08/27,,6.6500 ,,,,,,,1.7590 ,2.9580 ,3.4000 ,2.1409 ,2.2653 ,2.2661 ,3.3902 
2015/08/28,,6.6430 ,,,,,,,1.7740 ,2.9990 ,3.4000 ,2.1819 ,2.2233 ,2.2735 ,3.3803 
2015/08/31,,6.6050 ,,,,4.60 ,,,1.8010 ,3.0340 ,3.4010 ,2.5413 ,2.2253 ,2.2519 ,3.3252 
2015/09/01,,6.5900 ,,,,,,,1.8210 ,3.0520 ,3.4040 ,2.3569 ,2.1580 ,2.2628 ,3.3002 
2015/09/02,,6.6320 ,,,,,,,2.0310 ,3.0520 ,3.4010 ,2.3679 ,2.1611 ,2.2586 ,3.3002 
2015/09/04,,6.6270 ,,,,,,,,,,,,,
2015/09/06,,,,,,,,,1.9010 ,3.0500 ,3.4010 ,2.3569 ,2.1541 ,2.2540 ,3.3203 
2015/09/07,,,,,,,,,1.9040 ,3.0400 ,3.4010 ,2.2957 ,2.1717 ,2.2643 ,3.3353 
2015/09/08,,6.6450 ,,,,,,,1.8970 ,3.0180 ,3.4090 ,2.1554 ,2.1716 ,2.2737 ,3.3603 
2015/09/09,,6.6470 ,,,,,,,1.8960 ,3.0100 ,3.4143 ,2.0646 ,2.1306 ,2.2543 ,3.3478 
2015/09/10,,6.5950 ,,,,,,,1.8990 ,3.0080 ,3.4100 ,2.1046 ,2.1401 ,2.2546 ,3.3453 
2015/09/11,,6.5790 ,,,,,,,1.9001 ,3.0050 ,3.4110 ,2.1016 ,2.1444 ,2.2543 ,3.3404 
2015/09/14,,6.5950 ,,,,,,,1.8990 ,3.0030 ,3.4110 ,2.0837 ,2.1002 ,2.2862 ,3.3303 
2015/09/15,,6.5925 ,,,,,,,1.8990 ,3.0050 ,3.4120 ,2.1370 ,2.1065 ,2.3261 ,3.3104 
2015/09/16,,6.5925 ,,,,,,,1.9000 ,3.0180 ,3.4130 ,2.1870 ,2.1520 ,2.3330 ,3.3103 
2015/09/17,,6.5900 ,,,,,,,1.8990 ,3.0370 ,3.4130 ,2.1669 ,2.1523 ,2.3062 ,3.3204 
2015/09/18,,6.5730 ,,,,,,,1.9000 ,3.0530 ,3.4130 ,2.1269 ,2.1473 ,2.3292 ,3.3105 
2015/09/21,,6.5800 ,,,,,,,1.9010 ,3.0710 ,3.4130 ,2.2301 ,2.1983 ,2.3271 ,3.3204 
2015/09/22,,,,,,,,,1.9080 ,3.0750 ,3.4130 ,2.2801 ,2.2071 ,2.3078 ,3.3255 
2015/09/23,,6.6150 ,,,,,,,1.9080 ,3.0860 ,3.4130 ,2.2065 ,2.1932 ,2.3086 ,3.3354 
2015/09/24,,6.6150 ,,,,,,,1.9090 ,3.0940 ,3.4130 ,2.2907 ,2.2054 ,2.2893 ,3.3180 
2015/09/25,,6.6000 ,,,,,,,1.9070 ,3.0870 ,3.4130 ,2.3407 ,2.2229 ,2.3625 ,3.3101 
2015/09/28,,6.5920 ,,,,,,,1.9100 ,3.0880 ,3.4130 ,2.2907 ,2.1902 ,2.4032 ,3.2906 
2015/09/29,,6.5670 ,,,,,,,1.9070 ,3.0910 ,3.4130 ,2.2537 ,2.1885 ,2.3890 ,3.2457 
2015/09/30,,,,,,4.60 ,,,1.9890 ,3.0910 ,3.4130 ,2.2537 ,2.1885 ,2.3919 ,3.2362 
2015/10/01,,6.5580 ,,,,,,,,,,,,,
2015/10/02,,6.5670 ,,,,,,,,,,,,,
2015/10/08,,,,,,,,,1.9090 ,3.0920 ,3.4140 ,2.2547 ,2.1697 ,2.4031 ,3.2409 
2015/10/09,,6.5275 ,,,,,,,1.9060 ,3.0950 ,3.4140 ,2.2577 ,2.1961 ,2.4091 ,3.1486 
2015/10/10,,,,,,,,,1.9040 ,3.0950 ,3.4140 ,2.2577 ,2.2005 ,2.4116 ,3.1612 
2015/10/12,,6.5020 ,,,,,,,1.9020 ,3.0940 ,3.4140 ,2.2567 ,2.2305 ,2.4269 ,3.1488 
2015/10/13,,6.5010 ,,,,,,,1.9000 ,3.0900 ,3.4130 ,2.1932 ,2.2105 ,2.4186 ,3.1064 
2015/10/14,,6.5090 ,,,,,,,1.9000 ,3.0870 ,3.4140 ,2.1932 ,2.2405 ,2.4084 ,3.0414 
2015/10/15,,6.5020 ,,,,,,,1.9010 ,3.0740 ,3.4150 ,2.1932 ,2.2420 ,2.4190 ,3.0814 
2015/10/16,,6.5130 ,,,,,,,1.8990 ,3.0660 ,3.4150 ,2.1902 ,2.2358 ,2.4320 ,3.1216 
2015/10/19,,6.5165 ,,,,,,,1.9020 ,3.0570 ,3.4160 ,2.1912 ,2.2291 ,2.4286 ,3.1214 
2015/10/20,,6.5100 ,,,,,,,1.9030 ,3.0490 ,3.4180 ,2.1729 ,2.2256 ,2.4255 ,3.0615 
2015/10/21,,6.5110 ,,,,,,,1.9050 ,3.0340 ,3.4190 ,2.1729 ,2.2268 ,2.4273 ,3.0616 
2015/10/22,,6.5250 ,,,,,,,1.9040 ,3.0300 ,3.4180 ,2.2235 ,2.2600 ,2.4234 ,3.0516 
2015/10/23,17.50 ,6.5270 ,,,,,,,1.9090 ,3.0230 ,3.4180 ,2.2285 ,2.2615 ,2.4454 ,3.0400 
2015/10/24,,,0.35 ,1.10 ,1.30 ,,4.90 ,3.25 ,,,,,,,
2015/10/26,,6.5350 ,,,,,,,1.8400 ,2.8880 ,3.3920 ,2.2810 ,2.3070 ,2.4237 ,3.0200 
2015/10/27,,6.5430 ,,,,,,,1.8000 ,2.8240 ,3.3840 ,2.2941 ,2.3280 ,2.3748 ,2.9800 
2015/10/28,,6.5590 ,,,,,,,1.7960 ,2.7960 ,3.3710 ,2.2341 ,2.2480 ,2.3698 ,2.9870 
2015/10/29,,6.5205 ,,,,,,,1.7980 ,2.7860 ,3.3640 ,2.2423 ,2.2596 ,2.3683 ,3.0500 
2015/10/30,,6.4930 ,,,,,,,1.7980 ,2.7645 ,3.3575 ,2.2423 ,2.2671 ,2.3513 ,3.0600 
2015/10/31,,,,,,4.35 ,,,,,,,,,
2015/11/02,,6.5070 ,,,,,,,1.7930 ,2.7550 ,3.3550 ,2.2423 ,2.3564 ,2.4032 ,3.0525 
2015/11/03,,6.5095 ,,,,,,,1.7920 ,2.7470 ,3.3540 ,2.2423 ,2.3455 ,2.4284 ,3.0800 
2015/11/04,,6.5040 ,,,,,,,1.7900 ,2.7370 ,3.3510 ,2.2508 ,2.3350 ,2.4312 ,3.1351 
2015/11/05,,6.5230 ,,,,,,,1.7870 ,2.7330 ,3.3500 ,2.2624 ,2.3972 ,2.4342 ,3.1150 
2015/11/06,,6.5320 ,,,,,,,1.7870 ,2.7190 ,3.3500 ,2.2857 ,2.3905 ,2.4630 ,3.1250 
